Fecha y hora,Demanda sistémica real (Mwh)
2025-10-31 07:00:00,"7,436"
2025-10-31 08:00:00,"7,785"
2025-10-31 09:00:00,"8,173"
2025-10-31 10:00:00,"8,492"
2025-10-31 11:00:00,"8,588"
2025-10-31 12:00:00,"8,753"
2025-10-31 13:00:00,"8,862"
2025-10-31 14:00:00,"8,816"
2025-10-31 15:00:00,"8,641"
2025-10-31 16:00:00,"8,485"
2025-10-31 17:00:00,"8,354"
2025-10-31 18:00:00,"8,323"
2025-10-31 19:00:00,"8,329"
2025-10-31 20:00:00,"8,669"
2025-10-31 21:00:00,"8,756"
2025-10-31 22:00:00,"8,554"
2025-10-31 23:00:00,"8,287"
